"person_uri","organisation_uri","organisation_label","relationship"
http://www.wikidata.org/entity/Q20864129,http://www.wikidata.org/entity/Q56760250,Sony Music,employment
http://www.wikidata.org/entity/Q20879819,http://www.wikidata.org/entity/Q1351317,Damascus University,education
http://www.wikidata.org/entity/Q2095810,http://www.wikidata.org/entity/Q691152,Royal Geographical Society,membership
http://www.wikidata.org/entity/Q21029733,http://www.wikidata.org/entity/Q567313,Deutsche Allgemeine Zeitung,employment
http://www.wikidata.org/entity/Q21074333,http://www.wikidata.org/entity/Q1507630,La Nación,employment
http://www.wikidata.org/entity/Q21074333,http://www.wikidata.org/entity/Q21189152,World Press Institute,membership
http://www.wikidata.org/entity/Q21074333,http://www.wikidata.org/entity/Q5655715,Academia Nacional de Periodismo,membership
http://www.wikidata.org/entity/Q21074333,http://www.wikidata.org/entity/Q973767,Pontifical Catholic University of Argentina,education
http://www.wikidata.org/entity/Q21079155,http://www.wikidata.org/entity/Q160302,University of Edinburgh,education
http://www.wikidata.org/entity/Q21079155,http://www.wikidata.org/entity/Q691152,Royal Geographical Society,membership
http://www.wikidata.org/entity/Q21096942,http://www.wikidata.org/entity/Q3577830,Nikolaevskaya Cavalry School,education
http://www.wikidata.org/entity/Q21140987,http://www.wikidata.org/entity/Q1044328,Le Nouvel Obs,employment
http://www.wikidata.org/entity/Q21140987,http://www.wikidata.org/entity/Q13717,Libération,employment
http://www.wikidata.org/entity/Q21140987,http://www.wikidata.org/entity/Q2945328,Centre de formation des journalistes,education
http://www.wikidata.org/entity/Q21140987,http://www.wikidata.org/entity/Q859363,Sciences Po,education
http://www.wikidata.org/entity/Q213957,http://www.wikidata.org/entity/Q1068752,Howard University,employment
http://www.wikidata.org/entity/Q213957,http://www.wikidata.org/entity/Q168000,American University,employment
http://www.wikidata.org/entity/Q21421315,http://www.wikidata.org/entity/Q12333820,Roskilde Cathedral School,education
http://www.wikidata.org/entity/Q21421315,http://www.wikidata.org/entity/Q55225037,Dagbladet,employment
http://www.wikidata.org/entity/Q21531390,http://www.wikidata.org/entity/Q15721039,La Esfera,employment
http://www.wikidata.org/entity/Q21531390,http://www.wikidata.org/entity/Q15966757,Nuevo Mundo,employment
http://www.wikidata.org/entity/Q21531390,http://www.wikidata.org/entity/Q287076,ABC,employment
http://www.wikidata.org/entity/Q21531390,http://www.wikidata.org/entity/Q8248654,Blanco y Negro,employment
http://www.wikidata.org/entity/Q21531390,http://www.wikidata.org/entity/Q966531,Mundo Gráfico,employment
http://www.wikidata.org/entity/Q21534370,http://www.wikidata.org/entity/Q12042069,Občanský institut,employment
http://www.wikidata.org/entity/Q21534370,http://www.wikidata.org/entity/Q5429072,"Faculty of Social Sciences, Charles University",education
http://www.wikidata.org/entity/Q21534370,http://www.wikidata.org/entity/Q62715025,CNN Prima News,employment
http://www.wikidata.org/entity/Q2153910,http://www.wikidata.org/entity/Q156598,Leiden University,education
http://www.wikidata.org/entity/Q2153910,http://www.wikidata.org/entity/Q209842,University of Paris,education
http://www.wikidata.org/entity/Q2153910,http://www.wikidata.org/entity/Q221653,Utrecht University,education
http://www.wikidata.org/entity/Q2153910,http://www.wikidata.org/entity/Q221653,Utrecht University,employment
http://www.wikidata.org/entity/Q2153910,http://www.wikidata.org/entity/Q901677,Romanian Academy,membership
http://www.wikidata.org/entity/Q22004182,http://www.wikidata.org/entity/Q5636542,Haaren High School,education
http://www.wikidata.org/entity/Q22249366,http://www.wikidata.org/entity/Q1139065,Sciences Po Aix-en-Provence,education
http://www.wikidata.org/entity/Q22249366,http://www.wikidata.org/entity/Q13342,Bordeaux Montaigne University,education
http://www.wikidata.org/entity/Q22249366,http://www.wikidata.org/entity/Q166180,France 24,employment
http://www.wikidata.org/entity/Q22249366,http://www.wikidata.org/entity/Q19912,Radio France Internationale,employment
http://www.wikidata.org/entity/Q22249366,http://www.wikidata.org/entity/Q2120364,Radio France,employment
http://www.wikidata.org/entity/Q22249366,http://www.wikidata.org/entity/Q22681427,Les Jours,employment
http://www.wikidata.org/entity/Q22683759,http://www.wikidata.org/entity/Q1044328,Le Nouvel Obs,employment
http://www.wikidata.org/entity/Q22683759,http://www.wikidata.org/entity/Q13717,Libération,employment
http://www.wikidata.org/entity/Q22683759,http://www.wikidata.org/entity/Q194445,Cairo University,employment
http://www.wikidata.org/entity/Q22683759,http://www.wikidata.org/entity/Q19905,France Inter,employment
http://www.wikidata.org/entity/Q22683759,http://www.wikidata.org/entity/Q19908,France Culture,employment
http://www.wikidata.org/entity/Q22683759,http://www.wikidata.org/entity/Q3578450,Lille school of journalism - École supérieure de journalisme de Lille,education
http://www.wikidata.org/entity/Q2272484,http://www.wikidata.org/entity/Q1979891,NOVA University Lisbon,employment
http://www.wikidata.org/entity/Q22919701,http://www.wikidata.org/entity/Q1458695,National University of Kharkiv,education
http://www.wikidata.org/entity/Q22919701,http://www.wikidata.org/entity/Q1458695,National University of Kharkiv,employment
http://www.wikidata.org/entity/Q230068,http://www.wikidata.org/entity/Q1065,United Nations,employment
http://www.wikidata.org/entity/Q230068,http://www.wikidata.org/entity/Q13363209,Free French Forces,membership
http://www.wikidata.org/entity/Q230068,http://www.wikidata.org/entity/Q5147634,Collège Sévigné,education
http://www.wikidata.org/entity/Q230068,http://www.wikidata.org/entity/Q532494,New York Herald Tribune,employment
http://www.wikidata.org/entity/Q23035828,http://www.wikidata.org/entity/Q194266,Ohio Wesleyan University,education
http://www.wikidata.org/entity/Q23434,http://www.wikidata.org/entity/Q6133604,James F. Byrnes High School,education
http://www.wikidata.org/entity/Q23434,http://www.wikidata.org/entity/Q7073679,Oak Park and River Forest High School,education
http://www.wikidata.org/entity/Q238364,http://www.wikidata.org/entity/Q1047060,Case Western Reserve University,education
http://www.wikidata.org/entity/Q238364,http://www.wikidata.org/entity/Q217741,Purdue University,education
http://www.wikidata.org/entity/Q238364,http://www.wikidata.org/entity/Q230492,University of Michigan,education
http://www.wikidata.org/entity/Q238364,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q238364,http://www.wikidata.org/entity/Q49115,Cornell University,education
http://www.wikidata.org/entity/Q238364,http://www.wikidata.org/entity/Q7200691,Plainfield High School,education
http://www.wikidata.org/entity/Q238364,http://www.wikidata.org/entity/Q7587403,St. Catharine Academy,education
http://www.wikidata.org/entity/Q2389423,http://www.wikidata.org/entity/Q777403,Washington University in St. Louis,education
http://www.wikidata.org/entity/Q24005884,http://www.wikidata.org/entity/Q168751,Duke University,education
http://www.wikidata.org/entity/Q24005884,http://www.wikidata.org/entity/Q186068,Fox News,employment
http://www.wikidata.org/entity/Q24005884,http://www.wikidata.org/entity/Q2065666,University of the Arts London,education
http://www.wikidata.org/entity/Q24005884,http://www.wikidata.org/entity/Q4748473,Ampleforth College,education
http://www.wikidata.org/entity/Q24009876,http://www.wikidata.org/entity/Q4412511,Khetagurov North Ossetian State University,education
http://www.wikidata.org/entity/Q2401525,http://www.wikidata.org/entity/Q203853,Nice-Matin,employment
http://www.wikidata.org/entity/Q2405682,http://www.wikidata.org/entity/Q10444865,ITV Central,employment
http://www.wikidata.org/entity/Q2405682,http://www.wikidata.org/entity/Q1210241,ITN,employment
http://www.wikidata.org/entity/Q24352861,http://www.wikidata.org/entity/Q19909572,PSU Faculty of Philology,education
http://www.wikidata.org/entity/Q24398939,http://www.wikidata.org/entity/Q8033201,Ida B. Wells-Barnett High School,education
http://www.wikidata.org/entity/Q24398939,http://www.wikidata.org/entity/Q861888,Oregon State University,education
http://www.wikidata.org/entity/Q24954706,http://www.wikidata.org/entity/Q498526,San Jose State University,education
http://www.wikidata.org/entity/Q2519739,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q2519739,http://www.wikidata.org/entity/Q85300,Odesa University,education
http://www.wikidata.org/entity/Q262660,http://www.wikidata.org/entity/Q137544,Bang-Bang Club,membership
http://www.wikidata.org/entity/Q2636873,http://www.wikidata.org/entity/Q5097250,Chigwell School,education
http://www.wikidata.org/entity/Q2646947,http://www.wikidata.org/entity/Q20850669,Verein der Schriftstellerinnen und Künstlerinnen Wien,membership
http://www.wikidata.org/entity/Q265131,http://www.wikidata.org/entity/Q273593,Beaux-Arts de Paris,education
http://www.wikidata.org/entity/Q265131,http://www.wikidata.org/entity/Q705737,Art Students League of New York,education
http://www.wikidata.org/entity/Q265131,http://www.wikidata.org/entity/Q7074307,Oakwood Friends School,education
http://www.wikidata.org/entity/Q265810,http://www.wikidata.org/entity/Q167733,Barnard College,education
http://www.wikidata.org/entity/Q265810,http://www.wikidata.org/entity/Q21578,Princeton University,education
http://www.wikidata.org/entity/Q265810,http://www.wikidata.org/entity/Q2349578,Princeton School of Public and International Affairs,education
http://www.wikidata.org/entity/Q265810,http://www.wikidata.org/entity/Q309331,Ohio State University,education
http://www.wikidata.org/entity/Q265810,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q2674537,http://www.wikidata.org/entity/Q3578463,École Supérieure de Réalisation Audiovisuelle,education
http://www.wikidata.org/entity/Q26934893,http://www.wikidata.org/entity/Q158322,Stern,employment
http://www.wikidata.org/entity/Q26934893,http://www.wikidata.org/entity/Q40464,Agence France-Presse,employment
http://www.wikidata.org/entity/Q26934893,http://www.wikidata.org/entity/Q7809,UNESCO,employment
http://www.wikidata.org/entity/Q26934893,http://www.wikidata.org/entity/Q7817,World Health Organization,employment
http://www.wikidata.org/entity/Q26998284,http://www.wikidata.org/entity/Q7586850,St. Andrew's College,education
http://www.wikidata.org/entity/Q27074156,http://www.wikidata.org/entity/Q214341,University of Amsterdam,education
http://www.wikidata.org/entity/Q27074156,http://www.wikidata.org/entity/Q3258944,London College of Communication,education
http://www.wikidata.org/entity/Q27178338,http://www.wikidata.org/entity/Q742150,Mount Allison University,education
http://www.wikidata.org/entity/Q272847,http://www.wikidata.org/entity/Q2559074,Azerbaijan Medical University,education
http://www.wikidata.org/entity/Q27862277,http://www.wikidata.org/entity/Q817902,Bennington College,education
http://www.wikidata.org/entity/Q278806,http://www.wikidata.org/entity/Q49116,Dartmouth College,education
http://www.wikidata.org/entity/Q278806,http://www.wikidata.org/entity/Q844673,Columbia University Graduate School of Journalism,education
http://www.wikidata.org/entity/Q27924793,http://www.wikidata.org/entity/Q152564,Völkischer Beobachter,employment
http://www.wikidata.org/entity/Q27924793,http://www.wikidata.org/entity/Q622683,University of Graz,education
http://www.wikidata.org/entity/Q27924793,http://www.wikidata.org/entity/Q702228,Der Angriff,employment
http://www.wikidata.org/entity/Q2825193,http://www.wikidata.org/entity/Q216047,Le Figaro,employment
http://www.wikidata.org/entity/Q2825193,http://www.wikidata.org/entity/Q2253344,Institut d'études politiques de Lyon,education
http://www.wikidata.org/entity/Q2830047,http://www.wikidata.org/entity/Q770596,L'Express,employment
http://www.wikidata.org/entity/Q2851571,http://www.wikidata.org/entity/Q12461,Le Monde,employment
http://www.wikidata.org/entity/Q28658,http://www.wikidata.org/entity/Q201492,McGill University,education
http://www.wikidata.org/entity/Q287994,http://www.wikidata.org/entity/Q21579788,Royal Academy Schools,education
http://www.wikidata.org/entity/Q287994,http://www.wikidata.org/entity/Q64952,Hans Friedrich Gadow,employment
http://www.wikidata.org/entity/Q287994,http://www.wikidata.org/entity/Q813868,Bedford College,education
http://www.wikidata.org/entity/Q28828792,http://www.wikidata.org/entity/Q1075339,Ohio University,education
http://www.wikidata.org/entity/Q2889554,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,education
http://www.wikidata.org/entity/Q2889554,http://www.wikidata.org/entity/Q301129,Telecinco,employment
http://www.wikidata.org/entity/Q2902056,http://www.wikidata.org/entity/Q372899,Magnum Photos,membership
http://www.wikidata.org/entity/Q2902056,http://www.wikidata.org/entity/Q457281,University of Illinois Urbana-Champaign,education
http://www.wikidata.org/entity/Q2905536,http://www.wikidata.org/entity/Q463198,Life,employment
http://www.wikidata.org/entity/Q2920090,http://www.wikidata.org/entity/Q1247373,Harrow School,education
http://www.wikidata.org/entity/Q2920090,http://www.wikidata.org/entity/Q805285,Balliol College,education
http://www.wikidata.org/entity/Q2925424,http://www.wikidata.org/entity/Q157146,French Resistance,membership
http://www.wikidata.org/entity/Q2925424,http://www.wikidata.org/entity/Q3268851,Lycée Molière,education
http://www.wikidata.org/entity/Q29344,http://www.wikidata.org/entity/Q1182421,Deep Springs College,education
http://www.wikidata.org/entity/Q29344,http://www.wikidata.org/entity/Q49115,Cornell University,education
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q104834591,Colta.ru,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q1126061,TV-3,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q155172,TV Rain,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q1726530,TV Center,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q18340732,Meduza,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q2386094,TV-6,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q2386107,TVS,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q3651046,Silver Rain Radio,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q4101910,VID,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q4144841,Город N (газета),employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q4376192,pravmir.ru,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q4398500,Rostov State University,education
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q4400554,BBC News Russian,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q4480746,MSU Faculty of Journalism,education
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q574625,NTV,employment
http://www.wikidata.org/entity/Q29865014,http://www.wikidata.org/entity/Q821172,RIA Novosti,employment
http://www.wikidata.org/entity/Q29877791,http://www.wikidata.org/entity/Q1966921,National American Woman Suffrage Association,membership
http://www.wikidata.org/entity/Q29877791,http://www.wikidata.org/entity/Q4775012,Antioch College,education
http://www.wikidata.org/entity/Q2991025,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q2991025,http://www.wikidata.org/entity/Q4127432,Allrussische Assoziation proletarischer Schriftsteller,membership
http://www.wikidata.org/entity/Q3019247,http://www.wikidata.org/entity/Q16616882,Faculty of Polish Studies at the University of Warsaw,education
http://www.wikidata.org/entity/Q3048455,http://www.wikidata.org/entity/Q1227526,St Paul's School,education
http://www.wikidata.org/entity/Q3048455,http://www.wikidata.org/entity/Q130879,Reuters,employment
http://www.wikidata.org/entity/Q3048455,http://www.wikidata.org/entity/Q1431541,Lycée Janson-de-Sailly,education
http://www.wikidata.org/entity/Q3048455,http://www.wikidata.org/entity/Q161549,European Coal and Steel Community,employment
http://www.wikidata.org/entity/Q3048455,http://www.wikidata.org/entity/Q188413,Newsweek,employment
http://www.wikidata.org/entity/Q3048455,http://www.wikidata.org/entity/Q2302345,The Saturday Evening Post,employment
http://www.wikidata.org/entity/Q3048455,http://www.wikidata.org/entity/Q776807,Magdalene College,education
http://www.wikidata.org/entity/Q3048455,http://www.wikidata.org/entity/Q7806643,Time Life,employment
http://www.wikidata.org/entity/Q3080180,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q310900,http://www.wikidata.org/entity/Q11149,The Independent,employment
http://www.wikidata.org/entity/Q310900,http://www.wikidata.org/entity/Q258464,"Trinity College, Dublin",education
http://www.wikidata.org/entity/Q310900,http://www.wikidata.org/entity/Q262854,University of Lancaster,education
http://www.wikidata.org/entity/Q310900,http://www.wikidata.org/entity/Q50008,The Times,employment
http://www.wikidata.org/entity/Q310900,http://www.wikidata.org/entity/Q610190,Daily Express,employment
http://www.wikidata.org/entity/Q310900,http://www.wikidata.org/entity/Q6674829,"Lonsdale College, Lancaster",membership
http://www.wikidata.org/entity/Q310900,http://www.wikidata.org/entity/Q7650336,Sutton Valence School,education
http://www.wikidata.org/entity/Q310900,http://www.wikidata.org/entity/Q8049286,Yardley Court,education
http://www.wikidata.org/entity/Q3116258,http://www.wikidata.org/entity/Q137544,Bang-Bang Club,membership
http://www.wikidata.org/entity/Q3116258,http://www.wikidata.org/entity/Q49110,Boston University,employment
http://www.wikidata.org/entity/Q3121101,http://www.wikidata.org/entity/Q110246110,Societat arqueològica de Bordeus,membership
http://www.wikidata.org/entity/Q312407,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q312407,http://www.wikidata.org/entity/Q3439758,Sidwell Friends School,education
http://www.wikidata.org/entity/Q312407,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,membership
http://www.wikidata.org/entity/Q312407,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q312407,http://www.wikidata.org/entity/Q49123,Harvard College,education
http://www.wikidata.org/entity/Q312407,http://www.wikidata.org/entity/Q5103452,Choate Rosemary Hall,education
http://www.wikidata.org/entity/Q312637,http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,education
http://www.wikidata.org/entity/Q312637,http://www.wikidata.org/entity/Q3689758,Convitto Nazionale Cicognini,education
http://www.wikidata.org/entity/Q3132687,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,education
http://www.wikidata.org/entity/Q3134441,http://www.wikidata.org/entity/Q2945328,Centre de formation des journalistes,education
http://www.wikidata.org/entity/Q3134441,http://www.wikidata.org/entity/Q314407,Europe 1,employment
http://www.wikidata.org/entity/Q313767,http://www.wikidata.org/entity/Q13164,Lomonosov Moscow State University,education
http://www.wikidata.org/entity/Q313767,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q313899,http://www.wikidata.org/entity/Q337480,Académie Julian,education
http://www.wikidata.org/entity/Q313899,http://www.wikidata.org/entity/Q540807,Photo-Secession,membership
http://www.wikidata.org/entity/Q3141534,http://www.wikidata.org/entity/Q25382816,Shinnecock Hills summer school,education
http://www.wikidata.org/entity/Q3141534,http://www.wikidata.org/entity/Q705737,Art Students League of New York,education
http://www.wikidata.org/entity/Q3142466,http://www.wikidata.org/entity/Q1440784,France Soir,employment
http://www.wikidata.org/entity/Q3142466,http://www.wikidata.org/entity/Q176746,École des Roches,education
http://www.wikidata.org/entity/Q3158494,http://www.wikidata.org/entity/Q19905,France Inter,employment
http://www.wikidata.org/entity/Q3158494,http://www.wikidata.org/entity/Q2852682,Antenne 2,employment
http://www.wikidata.org/entity/Q3161503,http://www.wikidata.org/entity/Q216047,Le Figaro,employment
http://www.wikidata.org/entity/Q3168550,http://www.wikidata.org/entity/Q3578450,Lille school of journalism - École supérieure de journalisme de Lille,education
http://www.wikidata.org/entity/Q3168550,http://www.wikidata.org/entity/Q87399213,Notre-Dame d'Orveau,education
http://www.wikidata.org/entity/Q3168596,http://www.wikidata.org/entity/Q1044328,Le Nouvel Obs,employment
http://www.wikidata.org/entity/Q3170750,http://www.wikidata.org/entity/Q1230298,La Croix,employment
http://www.wikidata.org/entity/Q3170750,http://www.wikidata.org/entity/Q12461,Le Monde,employment
http://www.wikidata.org/entity/Q3170750,http://www.wikidata.org/entity/Q214683,TF1,employment
http://www.wikidata.org/entity/Q3170750,http://www.wikidata.org/entity/Q216047,Le Figaro,employment
http://www.wikidata.org/entity/Q3170750,http://www.wikidata.org/entity/Q3246681,École supérieure de journalisme de Paris,education
http://www.wikidata.org/entity/Q3179715,http://www.wikidata.org/entity/Q137544,Bang-Bang Club,membership
http://www.wikidata.org/entity/Q3193984,http://www.wikidata.org/entity/Q319078,University of Melbourne,education
http://www.wikidata.org/entity/Q3195015,http://www.wikidata.org/entity/Q5061898,Central Technical School,education
http://www.wikidata.org/entity/Q3195075,http://www.wikidata.org/entity/Q137544,Bang-Bang Club,membership
http://www.wikidata.org/entity/Q3229253,http://www.wikidata.org/entity/Q40469,Associated Press,employment
http://www.wikidata.org/entity/Q3266155,http://www.wikidata.org/entity/Q1311350,L'Illustration,employment
http://www.wikidata.org/entity/Q3266155,http://www.wikidata.org/entity/Q3223697,Le Journal,employment
http://www.wikidata.org/entity/Q3266155,http://www.wikidata.org/entity/Q639137,Le Temps,employment
http://www.wikidata.org/entity/Q326766,http://www.wikidata.org/entity/Q112076879,Moscow Military-Political College named after V. I. Lenin,education
http://www.wikidata.org/entity/Q326766,http://www.wikidata.org/entity/Q4533069,MSU Faculty of Ethnology,education
http://www.wikidata.org/entity/Q327426,http://www.wikidata.org/entity/Q168751,Duke University,education
http://www.wikidata.org/entity/Q327426,http://www.wikidata.org/entity/Q43297,Time,employment
http://www.wikidata.org/entity/Q327426,http://www.wikidata.org/entity/Q678095,Paris Match,employment
http://www.wikidata.org/entity/Q3275723,http://www.wikidata.org/entity/Q1137404,L'Humanité,employment
http://www.wikidata.org/entity/Q3275723,http://www.wikidata.org/entity/Q15731766,Francs-tireurs et partisans,membership
http://www.wikidata.org/entity/Q3275723,http://www.wikidata.org/entity/Q186595,French Forces of the Interior,membership
http://www.wikidata.org/entity/Q3286755,http://www.wikidata.org/entity/Q1810082,Le Point,employment
http://www.wikidata.org/entity/Q3286755,http://www.wikidata.org/entity/Q3187102,Jours de France,employment
http://www.wikidata.org/entity/Q3286755,http://www.wikidata.org/entity/Q770596,L'Express,employment
http://www.wikidata.org/entity/Q3288148,http://www.wikidata.org/entity/Q3578287,École normale supérieure de Saint-Cloud,education
http://www.wikidata.org/entity/Q3296318,http://www.wikidata.org/entity/Q1322641,France 3,employment
http://www.wikidata.org/entity/Q3296318,http://www.wikidata.org/entity/Q2946096,Centre universitaire d’enseignement du journalisme,education
http://www.wikidata.org/entity/Q3296318,http://www.wikidata.org/entity/Q459026,University of Rennes 2 – Upper Brittany,education
http://www.wikidata.org/entity/Q3296318,http://www.wikidata.org/entity/Q525894,France 2,employment
http://www.wikidata.org/entity/Q3299130,http://www.wikidata.org/entity/Q1248780,Politika,employment
http://www.wikidata.org/entity/Q3299130,http://www.wikidata.org/entity/Q12759660,Start,employment
http://www.wikidata.org/entity/Q3299130,http://www.wikidata.org/entity/Q1564297,Faculty of Law of the University of Zagreb,education
http://www.wikidata.org/entity/Q3299130,http://www.wikidata.org/entity/Q366591,Radio Television of Republika Srpska,employment
http://www.wikidata.org/entity/Q3299130,http://www.wikidata.org/entity/Q574403,Vjesnik,employment
http://www.wikidata.org/entity/Q3299130,http://www.wikidata.org/entity/Q7225409,Politika AD,employment
http://www.wikidata.org/entity/Q3302258,http://www.wikidata.org/entity/Q216047,Le Figaro,employment
http://www.wikidata.org/entity/Q3302258,http://www.wikidata.org/entity/Q337512,Académie des sciences d'outre-mer,membership
http://www.wikidata.org/entity/Q3303778,http://www.wikidata.org/entity/Q4968912,Bristol Grammar School,education
http://www.wikidata.org/entity/Q3303778,http://www.wikidata.org/entity/Q9531,British Broadcasting Corporation,employment
http://www.wikidata.org/entity/Q3304570,http://www.wikidata.org/entity/Q130879,Reuters,employment
http://www.wikidata.org/entity/Q3310418,http://www.wikidata.org/entity/Q1664755,Institut d'études politiques de Toulouse,education
http://www.wikidata.org/entity/Q3310418,http://www.wikidata.org/entity/Q3578450,Lille school of journalism - École supérieure de journalisme de Lille,education
http://www.wikidata.org/entity/Q333873,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q3351411,http://www.wikidata.org/entity/Q1044328,Le Nouvel Obs,employment
http://www.wikidata.org/entity/Q3351411,http://www.wikidata.org/entity/Q536282,Corpus Christi College,education
http://www.wikidata.org/entity/Q3351411,http://www.wikidata.org/entity/Q770596,L'Express,employment
http://www.wikidata.org/entity/Q3371766,http://www.wikidata.org/entity/Q3151959,Grenoble Institute of Political Studies,education
http://www.wikidata.org/entity/Q3379683,http://www.wikidata.org/entity/Q15731766,Francs-tireurs et partisans,membership
http://www.wikidata.org/entity/Q3379683,http://www.wikidata.org/entity/Q25067646,Franco-British Council,membership
http://www.wikidata.org/entity/Q3379683,http://www.wikidata.org/entity/Q273631,École pratique des hautes études,education
http://www.wikidata.org/entity/Q3379683,http://www.wikidata.org/entity/Q2983769,College of Juilly,education
http://www.wikidata.org/entity/Q3379683,http://www.wikidata.org/entity/Q3237900,Éditions Tallandier,employment
http://www.wikidata.org/entity/Q3379683,http://www.wikidata.org/entity/Q3392522,Plon,employment
http://www.wikidata.org/entity/Q3379683,http://www.wikidata.org/entity/Q40464,Agence France-Presse,employment
http://www.wikidata.org/entity/Q3380646,http://www.wikidata.org/entity/Q3578450,Lille school of journalism - École supérieure de journalisme de Lille,education
http://www.wikidata.org/entity/Q3395389,http://www.wikidata.org/entity/Q372899,Magnum Photos,membership
http://www.wikidata.org/entity/Q3425759,http://www.wikidata.org/entity/Q2275355,Abbaye de Créteil,membership
http://www.wikidata.org/entity/Q345336,http://www.wikidata.org/entity/Q1377,University of Ljubljana,education
http://www.wikidata.org/entity/Q345666,http://www.wikidata.org/entity/Q193196,University College London,education
http://www.wikidata.org/entity/Q345666,http://www.wikidata.org/entity/Q969196,Royal Photographic Society,membership
http://www.wikidata.org/entity/Q34743,http://www.wikidata.org/entity/Q1468277,Royal Society of Literature,membership
http://www.wikidata.org/entity/Q34743,http://www.wikidata.org/entity/Q16902315,United Services College,education
http://www.wikidata.org/entity/Q34743,http://www.wikidata.org/entity/Q216273,University of St Andrews,employment
http://www.wikidata.org/entity/Q34743,http://www.wikidata.org/entity/Q41726,freemasonry,membership
http://www.wikidata.org/entity/Q34743,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q3496830,http://www.wikidata.org/entity/Q1279835,School of Visual Arts,education
http://www.wikidata.org/entity/Q3496830,http://www.wikidata.org/entity/Q189150,Black Panther Party,membership
http://www.wikidata.org/entity/Q3511688,http://www.wikidata.org/entity/Q1063665,Prague University of Economics and Business,education
http://www.wikidata.org/entity/Q3511688,http://www.wikidata.org/entity/Q31519,Charles University,education
http://www.wikidata.org/entity/Q352870,http://www.wikidata.org/entity/Q121271034,Associated Press,employment
http://www.wikidata.org/entity/Q352870,http://www.wikidata.org/entity/Q1887879,University of San Francisco,education
http://www.wikidata.org/entity/Q352870,http://www.wikidata.org/entity/Q6801943,McKinley Technology High School,education
http://www.wikidata.org/entity/Q356537,http://www.wikidata.org/entity/Q1059546,Lycée Louis-le-Grand,education
http://www.wikidata.org/entity/Q356537,http://www.wikidata.org/entity/Q161806,Académie Française,membership
http://www.wikidata.org/entity/Q3574217,http://www.wikidata.org/entity/Q13363209,Free French Forces,membership
http://www.wikidata.org/entity/Q3574217,http://www.wikidata.org/entity/Q186595,French Forces of the Interior,membership
http://www.wikidata.org/entity/Q3574217,http://www.wikidata.org/entity/Q3355964,Organisation civile et militaire,membership
http://www.wikidata.org/entity/Q3574217,http://www.wikidata.org/entity/Q3456538,réseau Centurie,membership
http://www.wikidata.org/entity/Q3591222,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q3591222,http://www.wikidata.org/entity/Q19908,France Culture,employment
http://www.wikidata.org/entity/Q3591222,http://www.wikidata.org/entity/Q216047,Le Figaro,employment
http://www.wikidata.org/entity/Q3591222,http://www.wikidata.org/entity/Q3392522,Plon,employment
http://www.wikidata.org/entity/Q3595401,http://www.wikidata.org/entity/Q49115,Cornell University,education
http://www.wikidata.org/entity/Q361163,http://www.wikidata.org/entity/Q223799,TASS,employment
http://www.wikidata.org/entity/Q362337,http://www.wikidata.org/entity/Q40469,Associated Press,employment
